connector,player_id,game_id,home_team,away_team,season_type,week,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,qtr,down,yrdln,ydstogo,desc,injured_first_name,injured_last_name,injured_team,injured_player_num,contact_noncontact,injury_area,player_role,season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,years_exp,game_type,football_name,entry_year,day,date,time,winner.tie,loser.tie,pts_w,pts_l,yds_w,tov_w,yds_l,tov_l,loser_is_home,Home_Team,Away_Team,Home_abbr,Away_abbr,num_injuries,num_plays,surface,surface_type,stadium,dome,Avg_Temp,Avg_Feels_Like,Avg_Wind_MPH,Avg_Humidity_Percent,Avg_Percipitation_Prob_Percent,Home_latitude,Home_longitude,Away_latitude,Away_longitude,Neutral_latitude,Neutral_longitude,distance_miles_away,distance_miles_home,HOME_day_since_last_game,AWAY_day_since_last_game,spread_line,total_line,weeks_bucketed
2019_02_LAC_DET_Slay,2019_DET_23_Slay,2019_02_LAC_DET,DET,LAC,REG,2,LAC,away,DET,LAC,80,43723,425,425,425,Half2,4,3,LAC 20,10,(7:05) (Shotgun) 17-P.Rivers scrambles up the middle to LAC 32 for 12 yards (21-T.Walker). DET-23-D.Slay was injured during the play.,D,Slay,DET,23,non contact,upper body,AFP,2019,DET,DB,CB,23,Active,Darius Slay,Darius,Slay,33239,72,190,Mississippi State,6,REG,Darius,2013,Sun,43723,0.541666667,Detroit Lions,Los Angeles Chargers,13,10,339,2,424,2,FALSE,Detroit Lions,Los Angeles Chargers,DET,LAC,2,162,FieldTurf Classic HD,Turf,Ford Field,TRUE,71.75,72,9.25,72.25,34.5,42.34,-83.0455,33.8642,-118.261,0,0,1986.35225,0,7,7,-1,47,1
2019_02_SEA_PIT_Davis,2019_PIT_21_Davis,2019_02_SEA_PIT,PIT,SEA,REG,2,SEA,away,PIT,PIT,42,43723,713,1613,1613,Half2,3,2,PIT 42,12,(11:53) (Shotgun) 3-R.Wilson pass short left to 14-DK.Metcalf to PIT 25 for 17 yards (22-S.Nelson) [48-B.Dupree]. PIT-21-S.Davis was injured during the play.,S,Davis,PIT,21,non contact,unknown,pass defender,2019,PIT,DB,SS,21,NA,Sean Davis,Sean,Davis,34265,73,202,Maryland,3,REG,Sean,2016,Sun,43723,0.541666667,Seattle Seahawks,Pittsburgh Steelers,28,26,425,2,261,1,TRUE,Pittsburgh Steelers,Seattle Seahawks,PIT,SEA,2,181,Kentucky Bluegrass,Grass,Heinz Field,FALSE,78.75,79,1,47.25,0,40.4467,-80.0158,47.5932,-122.3318,0,0,2131.689485,0,7,7,4,47,1
2019_02_TB_CAR_Edwards,2019_TB_34_Edwards,2019_02_TB_CAR,CAR,TB,REG,2,CAR,home,TB,CAR,79,43720,564,564,564,Half2,4,1,CAR 21,10,(9:24) (Shotgun) 1-C.Newton pass incomplete deep left to 10-C.Samuel (28-V.Hargreaves). TB-34-M.Edwards was injured during the play.,M,Edwards,TB,34,non contact,lower body,pass defender,2019,TB,DB,FS,34,Active,Mike Edwards,Mike,Edwards,35203,70,200,Kentucky,0,REG,Mike,2019,Thu,43720,0.847222222,Tampa Bay Buccaneers,Carolina Panthers,20,14,289,0,352,1,TRUE,Carolina Panthers,Tampa Bay Buccaneers,CAR,TB,3,188,Bermuda Grass,Grass,Bank of America Stadium,FALSE,82.5,86.25,2.75,63,25,35.2256,-80.8513,27.9798,-82.495,0,0,509.9000944,0,4,4,6.5,48,1
2019_03_ATL_IND_Neal,2019_ATL_22_Neal,2019_03_ATL_IND,IND,ATL,REG,3,IND,home,ATL,ATL,9,43730,20,20,1820,Half1,2,1,ATL 9,9,"(:20) (Shotgun) 7-J.Brissett pass incomplete short middle to 13-T.Hilton (26-I.Oliver). ATL-22-K.Neal was injured during the play. He is Out. PENALTY on ATL-22-K.Neal, Unsportsmanlike Conduct, 5 yards, enforced at ATL 9.",K,Neal,ATL,22,non contact,lower body,AFP,2019,ATL,DB,FS,22,NA,Keanu Neal,Keanu,Neal,34906,72,211,Florida,3,REG,Keanu,2016,Sun,43730,0.541666667,Indianapolis Colts,Atlanta Falcons,27,24,379,0,397,1,FALSE,Indianapolis Colts,Atlanta Falcons,IND,ATL,7,170,Shaw Sports Momentum Pro,Turf,Lucas Oil Stadium,TRUE,84.25,84.25,9,43.5,0,39.7255,-86.2698,33.7551,-84.401,0,0,425.2893377,0,7,7,1,48,1
2019_03_DEN_GB_Gary,2019_GB_52_Gary,2019_03_DEN_GB,GB,DEN,REG,3,DEN,away,GB,DEN,71,43730,84,84,1884,Half1,2,2,DEN 29,6,"(1:24) (No Huddle, Shotgun) 5-J.Flacco pass short right to 28-R.Freeman to DEN 24 for -5 yards (50-B.Martinez). GB-52-R.Gary was injured during the play.",R,Gary,GB,52,non contact,lower body,AFP,2019,GB,LB,LB,52,Active,Rashan Gary,Rashan,Gary,35767,77,277,Michigan,0,CON,Rashan,2019,Sun,43730,0.541666667,Green Bay Packers,Denver Broncos,27,16,312,0,310,3,FALSE,Green Bay Packers,Denver Broncos,GB,DEN,3,171,Desso GrassMaster,Grass,Lambeau Field,FALSE,68.5,69,5.75,91.25,5.25,44.5011,-88.0623,39.5791,-104.83,0,0,923.1099863,0,7,7,7,42,1
2019_03_DET_PHI_Amendola,2019_DET_80_Amendola,2019_03_DET_PHI,PHI,DET,REG,3,DET,away,PHI,DET,57,43730,295,295,295,Half2,4,3,DET 43,11,(4:55) (Shotgun) 9-M.Stafford pass short right to 80-D.Amendola ran ob at PHI 42 for 15 yards [55-B.Graham]. DET-80-D.Amendola was injured during the play.,D,Amendola,DET,80,non contact,head,pass receiver,2019,DET,WR,WR,80,Active,Danny Amendola,Daniel,Amendola,31353,71,185,Texas Tech,11,REG,Danny,2008,Sun,43730,0.541666667,Detroit Lions,Philadelphia Eagles,27,24,287,0,373,2,TRUE,Philadelphia Eagles,Detroit Lions,PHI,DET,5,182,Desso GrassMaster,Grass,Lincoln Financial Field,FALSE,87.5,88.75,5,44.25,0,39.9074,-75.1783,42.34,-83.0455,0,0,442.4257237,0,7,7,4,45,1
2019_03_DET_PHI_Slay,2019_DET_23_Slay,2019_03_DET_PHI,PHI,DET,REG,3,PHI,home,DET,PHI,52,43730,583,1483,1483,Half2,3,2,PHI 48,7,(9:43) (Shotgun) 11-C.Wentz pass incomplete short right to 43-D.Sproles. DET-23-D.Slay was injured during the play. His return is Questionable.,D,Slay,DET,23,non contact,lower body,pass defender,2019,DET,DB,CB,23,Active,Darius Slay,Darius,Slay,33239,72,190,Mississippi State,6,REG,Darius,2013,Sun,43730,0.541666667,Detroit Lions,Philadelphia Eagles,27,24,287,0,373,2,TRUE,Philadelphia Eagles,Detroit Lions,PHI,DET,5,182,Desso GrassMaster,Grass,Lincoln Financial Field,FALSE,87.5,88.75,5,44.25,0,39.9074,-75.1783,42.34,-83.0455,0,0,442.4257237,0,7,7,4,45,1
2019_03_NO_SEA_Elliss,2019_NO_55_Elliss,2019_03_NO_SEA,SEA,NO,REG,3,NO,away,SEA,NO,68,43730,9,909,909,Half2,3,4,NO 32,3,"(:09) 6-T.Morstead punts 49 yards to SEA 19, Center-49-Z.Wood. 16-T.Lockett to SEA 22 for 3 yards (7-T.Hill; 48-J.Gray). NO-55-K.Elliss was injured during the play.",K,Elliss,NO,55,non contact,lower body,punt team,2019,NO,LB,LB,55,NA,Kaden Elliss,Kaden,Elliss,34860,74,238,Idaho,0,WC,Kaden,2019,Sun,43730,0.684027778,New Orleans Saints,Seattle Seahawks,33,27,265,1,514,1,TRUE,Seattle Seahawks,New Orleans Saints,SEA,NO,3,185,FieldTurf Revolution 360,Turf,Lumen Field,FALSE,62.5,62.5,7,83.75,25,47.5932,-122.3318,29.9514,-90.082,0,0,2098.122812,0,7,7,5,44,1
2019_03_NO_SEA_Robinson,2019_NO_21_Robinson,2019_03_NO_SEA,SEA,NO,REG,3,SEA,home,NO,NO,35,43730,410,410,2210,Half1,2,NA,NO 35,0,3-W.Lutz kicks 62 yards from NO 35 to SEA 3. 16-T.Lockett to SEA 32 for 29 yards (48-J.Gray). NO-21-P.Robinson was injured during the play.,P,Robinson,NO,21,non contact,lower body,AFP,2019,NO,DB,CB,21,Active,Patrick Robinson,Patrick,Robinson,32027,71,191,Florida State,9,WC,Patrick,2010,Sun,43730,0.684027778,New Orleans Saints,Seattle Seahawks,33,27,265,1,514,1,TRUE,Seattle Seahawks,New Orleans Saints,SEA,NO,3,185,FieldTurf Revolution 360,Turf,Lumen Field,FALSE,62.5,62.5,7,83.75,25,47.5932,-122.3318,29.9514,-90.082,0,0,2098.122812,0,7,7,5,44,1
2019_04_CAR_HOU_Reid,2019_CAR_25_Reid,2019_04_CAR_HOU,HOU,CAR,REG,4,HOU,home,CAR,HOU,60,43737,561,561,2361,Half1,2,1,HOU 40,10,(9:21) (Shotgun) 25-D.Johnson left guard pushed ob at CAR 20 for 40 yards (59-L.Kuechly). CAR-25-E.Reid was injured during the play. His return is Questionable.,E,Reid,CAR,25,non contact,lower body,tackler,2019,CAR,DB,SS,25,Active,Eric Reid,Eric,Reid,33582,73,213,Louisiana State,6,REG,Eric,2013,Sun,43737,0.541666667,Carolina Panthers,Houston Texans,16,10,297,3,264,2,TRUE,Houston Texans,Carolina Panthers,HOU,CAR,5,177,Hellas Matrix Turf,Turf,NRG Stadium,TRUE,89.75,96.75,9.5,54,0,29.6849,-95.4106,35.2256,-80.8513,0,0,929.9526781,0,7,7,5.5,47.5,1
2019_04_DAL_NO_Awuzie,2019_DAL_24_Awuzie,2019_04_DAL_NO,NO,DAL,REG,4,NO,home,DAL,NO,67,43737,862,1762,1762,Half2,3,3,NO 33,2,(14:22) 41-A.Kamara left end to NO 34 for 1 yard (55-L.Vander Esch). DAL-24-C.Awuzie was injured during the play. His return is Probable.,C,Awuzie,DAL,24,non contact,lower body,AFP,2019,DAL,DB,CB,24,Active,Chidobe Awuzie,Chidobe,Awuzie,34843,72,202,Colorado,2,REG,Chidobe,2017,Sun,43737,0.847222222,New Orleans Saints,Dallas Cowboys,12,10,266,1,257,3,FALSE,New Orleans Saints,Dallas Cowboys,NO,DAL,5,165,FieldTurf Revolution 360,Turf,Caesars Superdome,TRUE,81.5,87,3.75,75.75,25,29.9514,-90.082,32.9049,-97.0359,0,0,457.841086,0,7,7,-2.5,47,1
2019_04_LAC_MIA_Culkin,2019_LAC_80_Culkin,2019_04_LAC_MIA,MIA,LAC,REG,4,LAC,away,MIA,MIA,16,43737,792,792,792,Half2,4,1,MIA 16,10,(13:12) 17-P.Rivers pass short middle to 80-S.Culkin to MIA 4 for 12 yards (20-R.Jones). LAC-80-S.Culkin was injured during the play.,S,Culkin,LAC,80,non contact,ankle,pass receiver,2019,LAC,TE,TE,80,NA,Sean Culkin,Sean,Culkin,34131,77,255,Missouri,2,REG,Sean,2017,Sun,43737,0.541666667,Los Angeles Chargers,Miami Dolphins,30,10,390,0,233,1,TRUE,Miami Dolphins,Los Angeles Chargers,MIA,LAC,5,158,Bermuda Grass,Grass,Hard Rock Stadium,TRUE,85.75,91.25,10.75,60.75,0,25.9579,-80.2388,33.8642,-118.261,0,0,2327.925402,0,7,7,-15,43.5,1
2019_04_NE_BUF_White,2019_BUF_27_White,2019_04_NE_BUF,BUF,NE,REG,4,NE,away,BUF,NE,65,43737,509,509,2309,Half1,2,2,NE 35,1,"(8:29) 12-T.Brady pass short left to 10-J.Gordon to NE 48 for 13 yards (39-L.Wallace). BUF-27-T.White was injured during the play. His return is Probable. Screen pass, caught at NE 37. T.White walks off.",T,White,BUF,27,non contact,ankle,AFP,2019,BUF,DB,CB,27,Active,Tre'Davious White,Tre'Davious,White,34715,71,192,Louisiana State,2,WC,Tre'Davious,2017,Sun,43737,0.541666667,New England Patriots,Buffalo Bills,16,10,224,1,375,4,TRUE,Buffalo Bills,New England Patriots,BUF,NE,2,193,A-Turf Titan,Turf,Highmark Stadium,FALSE,58.5,58.5,8.5,69.25,0.75,42.7738,-78.7875,42.0909,-71.2644,0,0,386.4300725,0,7,7,-7,41.5,1
2019_04_PHI_GB_Cox,2019_PHI_91_Cox,2019_04_PHI_GB,GB,PHI,REG,4,GB,home,PHI,GB,64,43734,220,220,220,Half2,4,1,GB 36,10,(3:40) (Shotgun) 12-A.Rodgers pass short left to 45-D.Vitale to GB 44 for 8 yards (52-Z.Brown). PHI-91-F.Cox was injured during the play.,F,Cox,PHI,91,non contact,lower body,AP,2019,PHI,DL,DT,91,Active,Fletcher Cox,Fletcher,Cox,33220,76,310,Mississippi State,7,WC,Fletcher,2012,Thu,43734,0.847222222,Philadelphia Eagles,Green Bay Packers,34,27,336,0,491,2,TRUE,Green Bay Packers,Philadelphia Eagles,GB,PHI,4,181,Desso GrassMaster,Grass,Lambeau Field,FALSE,57.5,57.5,1.75,62.5,0,44.5011,-88.0623,39.9074,-75.1783,0,0,730.7540112,0,4,4,3.5,46,1
2019_04_WAS_NYG_Connelly,2019_NYG_57_Connelly,2019_04_WAS_NYG,NYG,WAS,REG,4,WAS,away,NYG,WAS,85,43737,756,756,756,Half2,4,1,WAS 15,10,(12:36) (Shotgun) 7-D.Haskins scrambles left guard to WAS 24 for 9 yards (27-D.Baker). NYG-57-R.Connelly was injured during the play.,R,Connelly,NYG,57,non contact,knee,AFP,2019,NYG,LB,LB,57,NA,Ryan Connelly,Ryan,Connelly,34995,74,236,Wisconsin,0,REG,Ryan,2019,Sun,43737,0.541666667,New York Giants,Washington Redskins,24,3,389,4,176,4,FALSE,New York Giants,Washington Redskins,NYG,WAS,3,162,FieldTurf Classic HD,Turf,MetLife Stadium,FALSE,78.75,78.75,6.75,36.75,0,40.8137,-74.0829,39.0267,-77.4441,0,0,216.708229,0,7,6,3,48,1
2019_05_BAL_PIT_Jefferson,2019_BAL_23_Jefferson,2019_05_BAL_PIT,PIT,BAL,REG,5,PIT,home,BAL,PIT,65,43744,581,581,581,Half2,4,2,PIT 35,8,"(9:41) (Shotgun) 6-D.Hodges pass deep right intended for 88-N.Vannett INTERCEPTED by 29-E.Thomas at BAL 44. 29-E.Thomas to PIT 35 for 21 yards (66-D.DeCastro). BAL-23-T.Jefferson was injured during the play. PENALTY on BAL-23-T.Jefferson, Defensive Holding, 5 yards, enforced at PIT 35 - No Play.",T,Jefferson,BAL,23,non contact,knee,AFP,2019,BAL,DB,SS,23,NA,Tony Jefferson,Tony,Jefferson,33630,71,211,Oklahoma,6,DIV,Tony,2013,Sun,43744,0.541666667,Baltimore Ravens,Pittsburgh Steelers,26,23,277,3,269,2,TRUE,Pittsburgh Steelers,Baltimore Ravens,PIT,BAL,3,183,Kentucky Bluegrass,Grass,Heinz Field,FALSE,69.5,69.75,2.75,73.5,24.75,40.4467,-80.0158,39.3972,-76.8352,0,0,183.4708413,0,6,7,-3.5,44,2
2019_05_DEN_LAC_Williams,2019_LAC_81_Williams,2019_05_DEN_LAC,LAC,DEN,REG,5,LAC,home,DEN,LAC,66,43744,863,863,2663,Half1,2,2,LAC 34,7,(14:23) (Shotgun) 17-P.Rivers pass incomplete short right to 81-M.Williams. LAC-81-M.Williams was injured during the play.,M,Williams,LAC,81,non contact,upper body,pass catcher,2019,LAC,WR,WR,81,Active,Mike Williams,Michael,Williams,34611,76,218,Clemson,2,REG,Mike,2017,Sun,43744,0.670138889,Denver Broncos,Los Angeles Chargers,20,13,350,2,246,3,TRUE,Los Angeles Chargers,Denver Broncos,LAC,DEN,3,174,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,80.75,80.75,6.75,45,0,33.8642,-118.261,39.5791,-104.83,0,0,840.9250057,0,7,7,4,46,2
2019_05_JAX_CAR_Miller,2019_CAR_50_Miller,2019_05_JAX_CAR,CAR,JAX,REG,5,JAX,away,CAR,JAX,63,43744,669,1569,1569,Half2,3,2,JAX 37,16,(11:09) (Shotgun) 15-G.Minshew pass short middle to 17-D.Chark to CAR 32 for 31 yards (47-R.Cockrell; 25-E.Reid). CAR-50-C.Miller was injured during the play.,C,Miller,CAR,50,non contact,knee,pass rusher,2019,CAR,LB,LB,50,Active,Christian Miller,Christian,Miller,35235,75,244,Alabama,0,REG,Christian,2019,Sun,43744,0.541666667,Carolina Panthers,Jacksonville Jaguars,34,27,445,0,507,3,FALSE,Carolina Panthers,Jacksonville Jaguars,CAR,JAX,3,197,Bermuda Grass,Grass,Bank of America Stadium,FALSE,76,76,3,55.75,0,35.2256,-80.8513,30.3237,-81.636,0,0,341.7595906,0,7,7,3,41,2
2019_05_JAX_CAR_O'Shaughnessy,2019_JAX_80_O'Shaughnessy,2019_05_JAX_CAR,CAR,JAX,REG,5,JAX,away,CAR,JAX,55,43744,260,1160,1160,Half2,3,2,JAX 45,12,"(4:20) (Shotgun) 15-G.Minshew pass short left to 80-J.O'Shaughnessy to JAX 47 for 2 yards (25-E.Reid). JAX-80-J.O'Shaughnessy was injured during the play. PENALTY on JAX-74-C.Robinson, Ineligible Downfield Pass, 4 yards, enforced at JAX 45 - No Play.",J,O'Shaughnessy,JAX,80,non contact,knee,ball carrier,2019,JAX,TE,TE,80,NA,James O'Shaughnessy,James,O'Shaughnessy,33617,76,245,Illinois State,4,REG,James,2015,Sun,43744,0.541666667,Carolina Panthers,Jacksonville Jaguars,34,27,445,0,507,3,FALSE,Carolina Panthers,Jacksonville Jaguars,CAR,JAX,3,197,Bermuda Grass,Grass,Bank of America Stadium,FALSE,76,76,3,55.75,0,35.2256,-80.8513,30.3237,-81.636,0,0,341.7595906,0,7,7,3,41,2
2019_06_CAR_TB_Davis,2019_TB_33_Davis,2019_06_CAR_TB,TB,CAR,REG,6,CAR,away,TB,TB,7,43751,569,569,569,Half2,4,1,TB 7,7,(9:29) 22-C.McCaffrey left end to TB 11 for -4 yards (39-A.Adams). TB-33-C.Davis was injured during the play. His return is Questionable.,C,Davis,TB,33,non contact,lower body,run defender,2019,TB,DB,CB,33,Active,Carlton Davis,Carlton,Davis,35430,73,206,Auburn,1,REG,Carlton,2018,Sun,43751,0.395833333,Carolina Panthers,Tampa Bay Buccaneers,37,26,268,1,407,7,NEUTRAL,Tampa Bay Buccaneers,Carolina Panthers,TB,CAR,4,201,Desso GrassMaster,Grass,Tottenham Hotspur Stadium,FALSE,51.25,51.25,3.5,90.25,25,27.9798,-82.495,35.2256,-80.8513,51.6043,-0.0667,3991.8058,4415.18795,7,7,-2,48.5,2
