connector,player_id,game_id,home_team,away_team,season_type,week,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,qtr,down,yrdln,ydstogo,desc,injured_first_name,injured_last_name,injured_team,injured_player_num,contact_noncontact,injury_area,player_role,season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,years_exp,game_type,football_name,entry_year,day,date,time,winner.tie,loser.tie,pts_w,pts_l,yds_w,tov_w,yds_l,tov_l,loser_is_home,Home_Team,Away_Team,Home_abbr,Away_abbr,num_injuries,num_plays,surface,surface_type,stadium,dome,Avg_Temp,Avg_Feels_Like,Avg_Wind_MPH,Avg_Humidity_Percent,Avg_Percipitation_Prob_Percent,Home_latitude,Home_longitude,Away_latitude,Away_longitude,Neutral_latitude,Neutral_longitude,distance_miles_away,distance_miles_home,HOME_day_since_last_game,AWAY_day_since_last_game,spread_line,total_line,weeks_bucketed
2019_01_DET_ARI_Melvin,2019_DET_29_Melvin,2019_01_DET_ARI,ARI,DET,REG,1,ARI,home,DET,DET,38,43716,120,120,120,Half2,4,1,DET 38,10,(2:00) (Shotgun) 1-K.Murray pass short right to 19-K.Johnson to DET 38 for no gain (39-J.Agnew). DET-29-R.Melvin was injured during the play.,R,Melvin,DET,29,contact,lower body,pass rusher,2019,DET,DB,CB,29,Active,Rashaan Melvin,Rashaan,Melvin,32783,74,196,Northern Illinois,6,REG,Rashaan,2013,Sun,43716,0.684027778,Detroit Lions,Arizona Cardinals,27,27,477,2,387,1,TRUE,Arizona Cardinals,Detroit Lions,ARI,DET,1,252,Bermuda Grass,Grass,State Farm Stadium,TRUE,98,99,7.25,29.5,0,33.5276,-112.2626,42.34,-83.0455,0,0,1694.403877,0,0,0,-2.5,45.5,1
2019_01_IND_LAC_Leonard,2019_IND_53_Leonard,2019_01_IND_LAC,LAC,IND,REG,1,LAC,home,IND,IND,22,43716,84,84,1884,Half1,2,1,IND 22,10,(1:24) (Shotgun) 17-P.Rivers pass incomplete short left to 30-A.Ekeler (53-D.Leonard). IND-53-D.Leonard was injured during the play.,D,Leonard,IND,53,contact,upper body,pass rusher,2019,IND,LB,LB,53,Active,Darius Leonard,Darius,Leonard,34907,74,230,South Carolina State,1,REG,Darius,2018,Sun,43716,0.670138889,Los Angeles Chargers,Indianapolis Colts,30,24,435,2,376,0,FALSE,Los Angeles Chargers,Indianapolis Colts,LAC,IND,6,167,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,73.25,73.5,6.75,64.5,0,33.8642,-118.261,39.7255,-86.2698,0,0,1805.66482,0,0,0,6,44.5,1
2019_01_IND_LAC_Square,2019_LAC_71_Square,2019_01_IND_LAC,LAC,IND,REG,1,IND,away,LAC,LAC,26,43716,707,1607,1607,Half2,3,2,LAC 26,7,(11:47) 21-N.Hines right end to LAC 26 for no gain (58-T.Davis). LAC-71-D.Square was injured during the play.,D,Square,LAC,71,contact,upper body,run defender,2019,LAC,DL,NT,71,Active,Damion Square,Damion,Square,32545,74,293,Alabama,6,REG,Damion,2013,Sun,43716,0.670138889,Los Angeles Chargers,Indianapolis Colts,30,24,435,2,376,0,FALSE,Los Angeles Chargers,Indianapolis Colts,LAC,IND,6,167,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,73.25,73.5,6.75,64.5,0,33.8642,-118.261,39.7255,-86.2698,0,0,1805.66482,0,0,0,6,44.5,1
2019_01_IND_LAC_Williams,2019_LAC_81_Williams,2019_01_IND_LAC,LAC,IND,REG,1,LAC,home,IND,IND,43,43716,642,642,642,Half2,4,2,IND 43,20,(10:42) (Shotgun) 17-P.Rivers pass deep middle to 81-M.Williams to IND 26 for 17 yards (35-P.Desir). LAC-81-M.Williams was injured during the play. His return is Questionable.,M,Williams,LAC,81,contact,lower body,ball carrier,2019,LAC,WR,WR,81,Active,Mike Williams,Michael,Williams,34611,76,218,Clemson,2,REG,Mike,2017,Sun,43716,0.670138889,Los Angeles Chargers,Indianapolis Colts,30,24,435,2,376,0,FALSE,Los Angeles Chargers,Indianapolis Colts,LAC,IND,6,167,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,73.25,73.5,6.75,64.5,0,33.8642,-118.261,39.7255,-86.2698,0,0,1805.66482,0,0,0,6,44.5,1
2019_01_LAR_CAR_Weddle,2019_LAR_32_Weddle,2019_01_LAR_CAR,CAR,LAR,REG,1,CAR,home,LA,CAR,72,43716,337,337,2137,Half1,2,2,CAR 28,9,(5:37) 1-C.Newton pass short right to 22-C.McCaffrey to CAR 33 for 5 yards (58-C.Littleton). LA-32-E.Weddle was injured during the play. His return is Doubtful.,E,Weddle,LAR,32,contact,head/neck,tackler,2019,LAR,DB,FS,32,Active,Eric Weddle,Eric,Weddle,31051,71,195,Utah,12,REG,Eric,2007,Sun,43716,0.541666667,Los Angeles Rams,Carolina Panthers,30,27,349,1,343,3,TRUE,Carolina Panthers,Los Angeles Rams,CAR,LAR,1,194,Bermuda Grass,Grass,Bank of America Stadium,FALSE,87.75,89.25,3.5,44.25,0,35.2256,-80.8513,33.8642,-118.261,0,0,2118.620065,0,0,0,-1.5,49.5,1
2019_01_NYG_DAL_Hill,2019_NYG_95_Hill,2019_01_NYG_DAL,DAL,NYG,REG,1,DAL,home,NYG,DAL,69,43716,454,1354,3154,Half1,1,2,DAL 31,4,(7:34) (Shotgun) 4-D.Prescott pass incomplete short middle to 82-J.Witten (47-A.Ogletree). NYG-95-B.Hill was injured during the play. His return is Questionable.,B,Hill,NYG,95,contact,upper body,pass rusher,2019,NYG,DL,DT,95,Active,B.J. Hill,Bobby,Hill,34809,75,311,North Carolina State,1,REG,B.J.,2018,Sun,43716,0.684027778,Dallas Cowboys,New York Giants,35,17,494,0,470,2,FALSE,Dallas Cowboys,New York Giants,DAL,NYG,2,178,Hellas Matrix Turf,Turf,AT&T Stadium,TRUE,98.5,98.5,10.75,25.25,0,32.9049,-97.0359,40.8137,-74.0829,0,0,1376.31221,0,0,0,7,44,1
2019_01_NYG_DAL_Peppers,2019_NYG_21_Peppers,2019_01_NYG_DAL,DAL,NYG,REG,1,DAL,home,NYG,NYG,33,43716,140,140,1940,Half1,2,3,NYG 33,4,(2:20) (Shotgun) 4-D.Prescott left tackle to NYG 25 for 8 yards (21-J.Peppers). NYG-21-J.Peppers was injured during the play. His return is Questionable.,J,Peppers,NYG,21,contact,head/neck,tackler,2019,NYG,DB,FS,21,NA,Jabrill Peppers,Jabrill,Peppers,34976,71,215,Michigan,2,REG,Jabrill,2017,Sun,43716,0.684027778,Dallas Cowboys,New York Giants,35,17,494,0,470,2,FALSE,Dallas Cowboys,New York Giants,DAL,NYG,2,178,Hellas Matrix Turf,Turf,AT&T Stadium,TRUE,98.5,98.5,10.75,25.25,0,32.9049,-97.0359,40.8137,-74.0829,0,0,1376.31221,0,0,0,7,44,1
2019_01_PIT_NE_Calhoun,2019_NE_90_Calhoun,2019_01_PIT_NE,NE,PIT,REG,1,PIT,away,NE,PIT,83,43716,215,1115,2915,Half1,1,2,PIT 17,18,(3:35) (Shotgun) 7-B.Roethlisberger pass short middle to 11-D.Moncrief pushed ob at PIT 20 for 3 yards (30-J.McCourty). NE-90-S.Calhoun was injured during the play. His return is Probable.,S,Calhoun,NE,90,contact,ankle,pass rusher,2019,NE,LB,LB,90,Active,Shilique Calhoun,Shilique,Calhoun,33683,76,260,Michigan State,3,WC,Shilique,2016,Sun,43716,0.847222222,New England Patriots,Pittsburgh Steelers,33,3,465,0,308,1,FALSE,New England Patriots,Pittsburgh Steelers,NE,PIT,3,178,FieldTurf CORE,Turf,Gillette Stadium,FALSE,62.5,62.5,3,67.75,0,42.0909,-71.2644,40.4467,-80.0158,0,0,468.2544168,0,0,0,5.5,49,1
2019_01_PIT_NE_Cannon,2019_NE_61_Cannon,2019_01_PIT_NE,NE,PIT,REG,1,NE,home,PIT,PIT,25,43716,490,490,490,Half2,4,1,PIT 25,10,"(8:10) 26-S.Michel right end to PIT 21 for 4 yards (97-C.Heyward, 55-D.Bush). NE-61-M.Cannon was injured during the play.",M,Cannon,NE,61,contact,upper body,run blocker,2019,NE,OL,T,61,Active,Marcus Cannon,Marcus,Cannon,32269,78,335,Texas Christian,8,WC,Marcus,2011,Sun,43716,0.847222222,New England Patriots,Pittsburgh Steelers,33,3,465,0,308,1,FALSE,New England Patriots,Pittsburgh Steelers,NE,PIT,3,178,FieldTurf CORE,Turf,Gillette Stadium,FALSE,62.5,62.5,3,67.75,0,42.0909,-71.2644,40.4467,-80.0158,0,0,468.2544168,0,0,0,5.5,49,1
2019_01_PIT_NE_Pouncey,2019_PIT_53_Pouncey,2019_01_PIT_NE,NE,PIT,REG,1,PIT,away,NE,PIT,75,43716,398,398,398,Half2,4,1,PIT 25,10,"(6:38) (Shotgun) 30-J.Conner right end to PIT 25 for no gain (58-J.Collins, 21-D.Harmon). PIT-53-M.Pouncey was injured during the play.",M,Pouncey,PIT,53,contact,lower body,run blocker,2019,PIT,OL,C,53,Active,Maurkice Pouncey,LaShawn,Pouncey,32713,76,304,Florida,9,REG,Maurkice,2010,Sun,43716,0.847222222,New England Patriots,Pittsburgh Steelers,33,3,465,0,308,1,FALSE,New England Patriots,Pittsburgh Steelers,NE,PIT,3,178,FieldTurf CORE,Turf,Gillette Stadium,FALSE,62.5,62.5,3,67.75,0,42.0909,-71.2644,40.4467,-80.0158,0,0,468.2544168,0,0,0,5.5,49,1
2019_01_SF_TB_Nunez-Roches,2019_TB_56_Nunez-Roches,2019_01_SF_TB,TB,SF,REG,1,SF,away,TB,TB,24,43716,326,326,2126,Half1,2,2,TB 24,3,(5:26) (Shotgun) 31-R.Mostert right guard to TB 24 for no gain (92-W.Gholston). TB-56-R.Nunez-Roches was injured during the play. His return is Questionable.,R,Nunez-Roches,TB,56,contact,upper body,run defender,2019,TB,DL,DT,56,Active,Rakeem Nunez-Roches,Rakeem,Nunez-Roches,34153,74,307,Southern Mississippi,4,REG,Rakeem,2015,Sun,43716,0.684027778,San Francisco 49ers,Tampa Bay Buccaneers,31,17,256,2,295,4,TRUE,Tampa Bay Buccaneers,San Francisco 49ers,TB,SF,2,175,Bermuda Grass,Grass,Raymond James Stadium,FALSE,89.75,98.25,5,57.25,0,27.9798,-82.495,37.4029,-121.9678,0,0,2367.183968,0,0,0,1,51,1
2019_01_TEN_CLE_Lamm,2019_CLE_70_Lamm,2019_01_TEN_CLE,CLE,TEN,REG,1,CLE,home,TEN,CLE,98,43716,107,107,1907,Half1,2,1,CLE 2,11,"(1:47) 6-B.Mayfield sacked in End Zone for -2 yards, SAFETY (91-C.Wake). CLE-70-K.Lamm was injured during the play. He is Out.",K,Lamm,CLE,70,contact,knee,pass blocker,2019,CLE,OL,T,70,Active,Kendall Lamm,Kendall,Lamm,33760,77,310,Appalachian State,4,REG,Kendall,2015,Sun,43716,0.541666667,Tennessee Titans,Cleveland Browns,43,13,339,0,346,3,TRUE,Cleveland Browns,Tennessee Titans,CLE,TEN,1,178,Kentucky Bluegrass,Grass,FirstEnergy Stadium,FALSE,67.75,67.75,5.5,66.75,0,41.506,-81.7001,36.1992,-86.8045,0,0,457.9572144,0,0,0,5.5,44,1
2019_01_WAS_PHI_Allen,2019_WAS_93_Allen,2019_01_WAS_PHI,PHI,WAS,REG,1,PHI,home,WAS,PHI,66,43716,87,987,2787,Half1,1,3,PHI 34,1,(1:27) 11-C.Wentz up the middle to PHI 36 for 2 yards (53-J.Bostic; 91-R.Kerrigan). WAS-93-J.Allen was injured during the play. His return is Probable.,J,Allen,WAS,93,contact,lower body,run defender,2019,WAS,DL,DE,93,Active,Jonathan Allen,Jonathan,Allen,34715,75,300,Alabama,2,REG,Jonathan,2017,Sun,43716,0.541666667,Philadelphia Eagles,Washington Redskins,32,27,436,0,398,0,FALSE,Philadelphia Eagles,Washington Redskins,PHI,WAS,6,186,Desso GrassMaster,Grass,Lincoln Financial Field,FALSE,80.5,80.5,5,36.75,0,39.9074,-75.1783,39.0267,-77.4441,0,0,135.3131785,0,0,0,10.5,44,1
2019_01_WAS_PHI_Maddox,2019_PHI_29_Maddox,2019_01_WAS_PHI,PHI,WAS,REG,1,WAS,away,PHI,PHI,37,43716,280,1180,2980,Half1,1,3,PHI 37,7,(4:40) (Shotgun) 8-C.Keenum pass short right to 18-T.Quinn ran ob at PHI 23 for 14 yards (21-R.Darby). PHI-29-A.Maddox was injured during the play.,A,Maddox,PHI,29,contact,ankle,tackler,2019,PHI,DB,CB,29,Active,Avonte Maddox,Avonte,Maddox,35155,69,184,Pittsburgh,1,WC,Avonte,2018,Sun,43716,0.541666667,Philadelphia Eagles,Washington Redskins,32,27,436,0,398,0,FALSE,Philadelphia Eagles,Washington Redskins,PHI,WAS,6,186,Desso GrassMaster,Grass,Lincoln Financial Field,FALSE,80.5,80.5,5,36.75,0,39.9074,-75.1783,39.0267,-77.4441,0,0,135.3131785,0,0,0,10.5,44,1
2019_01_WAS_PHI_Rodgers-Cromartie,2019_WAS_45_Rodgers-Cromartie,2019_01_WAS_PHI,PHI,WAS,REG,1,PHI,home,WAS,WAS,22,43716,600,1500,1500,Half2,3,1,WAS 22,10,(10:00) (Shotgun) 26-M.Sanders up the middle to WAS 3 for 19 yards (45-D.Rodgers-Cromartie). WAS-45-D.Rodgers-Cromartie was injured during the play.,D,Rodgers-Cromartie,WAS,45,contact,unknown,tackler,2019,WAS,DB,CB,45,NA,Dominique Rodgers-Cromartie,Dominique,Rodgers-Cromartie,31509,74,205,Tennessee State,11,REG,Dominique,2008,Sun,43716,0.541666667,Philadelphia Eagles,Washington Redskins,32,27,436,0,398,0,FALSE,Philadelphia Eagles,Washington Redskins,PHI,WAS,6,186,Desso GrassMaster,Grass,Lincoln Financial Field,FALSE,80.5,80.5,5,36.75,0,39.9074,-75.1783,39.0267,-77.4441,0,0,135.3131785,0,0,0,10.5,44,1
2019_02_ARI_BAL_Trawick,2019_BAL_31_Trawick,2019_02_ARI_BAL,BAL,ARI,REG,2,BAL,home,ARI,BAL,71,43723,783,1683,1683,Half2,3,4,BAL 29,6,"(13:03) (Punt formation) 4-S.Koch punts 44 yards to ARI 27, Center-46-M.Cox. 13-C.Kirk pushed ob at ARI 48 for 21 yards (4-S.Koch). BAL-31-B.Trawick was injured during the play. PENALTY on ARI-54-C.Marsh, Illegal Block Above the Waist, 10 yards, enforced at ARI 27.",B,Trawick,BAL,31,contact,upper body,punt team,2019,BAL,DB,FS,31,Active,Brynden Trawick,Brynden,Trawick,32804,74,225,Troy,6,DIV,Brynden,2013,Sun,43723,0.541666667,Baltimore Ravens,Arizona Cardinals,23,17,440,0,349,0,FALSE,Baltimore Ravens,Arizona Cardinals,BAL,ARI,1,181,Bermuda Grass,Grass,M&T Bank Stadium,FALSE,82.5,82.5,3.75,40.5,0,39.3972,-76.8352,33.5276,-112.2626,0,0,1996.748206,0,7,7,13,46,1
2019_02_BUF_NYG_Johnson,2019_BUF_92_Johnson,2019_02_BUF_NYG,NYG,BUF,REG,2,NYG,home,BUF,NYG,80,43723,358,1258,1258,Half2,3,1,NYG 20,10,(5:58) (Shotgun) 26-S.Barkley up the middle to NYG 19 for -1 yards (33-S.Neal; 92-D.Johnson). BUF-92-D.Johnson was injured during the play.,D,Johnson,BUF,92,contact,back,run defender,2019,BUF,DL,DE,92,Active,Darryl Johnson,Darryl,Johnson,35524,78,253,North Carolina A&amp;T,0,WC,Darryl,2019,Sun,43723,0.541666667,Buffalo Bills,New York Giants,28,14,388,0,370,2,TRUE,New York Giants,Buffalo Bills,NYG,BUF,4,188,FieldTurf Classic HD,Turf,MetLife Stadium,FALSE,81.5,81.5,3.5,40.25,0,40.8137,-74.0829,42.7738,-78.7875,0,0,277.5750706,0,7,7,-1,44.5,1
2019_02_BUF_NYG_Latimer,2019_NYG_12_Latimer,2019_02_BUF_NYG,NYG,BUF,REG,2,NYG,home,BUF,BUF,15,43723,785,785,785,Half2,4,4,BUF 15,2,(13:05) (Shotgun) 10-E.Manning pass short middle to 12-C.Latimer to BUF 6 for 9 yards (21-J.Poyer). NYG-12-C.Latimer was injured during the play.,C,Latimer,NYG,12,contact,head,pass receiver,2019,NYG,WR,WR,12,Active,Cody Latimer,Cody,Latimer,33887,75,215,Indiana,5,REG,Cody,2014,Sun,43723,0.541666667,Buffalo Bills,New York Giants,28,14,388,0,370,2,TRUE,New York Giants,Buffalo Bills,NYG,BUF,4,188,FieldTurf Classic HD,Turf,MetLife Stadium,FALSE,81.5,81.5,3.5,40.25,0,40.8137,-74.0829,42.7738,-78.7875,0,0,277.5750706,0,7,7,-1,44.5,1
2019_02_BUF_NYG_Nsekhe,2019_BUF_77_Nsekhe,2019_02_BUF_NYG,NYG,BUF,REG,2,BUF,away,NYG,BUF,65,43723,488,488,2288,Half1,2,1,BUF 35,20,"(8:08) (Shotgun) 17-J.Allen pass deep right to 10-C.Beasley to NYG 14 for 51 yards (27-D.Baker, 21-J.Peppers). BUF-77-T.Nsekhe was injured during the play.",T,Nsekhe,BUF,77,contact,knee,pass blocker,2019,BUF,OL,T,77,Active,Ty Nsekhe,Attauyo,Nsekhe,31347,80,330,Texas State,7,WC,Ty,2012,Sun,43723,0.541666667,Buffalo Bills,New York Giants,28,14,388,0,370,2,TRUE,New York Giants,Buffalo Bills,NYG,BUF,4,188,FieldTurf Classic HD,Turf,MetLife Stadium,FALSE,81.5,81.5,3.5,40.25,0,40.8137,-74.0829,42.7738,-78.7875,0,0,277.5750706,0,7,7,-1,44.5,1
